transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,_txn_month
2517,450,2023-04-15 20:00:00,2164.0,purchase,2023-04
2518,219,2023-04-15 21:00:00,641.0,loan payment,2023-04
2519,625,2023-04-15 22:00:00,3694.0,loan payment,2023-04
2520,800,2023-04-15 23:00:00,1711.0,loan payment,2023-04
2521,277,2023-04-16 00:00:00,707.0,loan payment,2023-04
2522,452,2023-04-16 01:00:00,41.0,purchase,2023-04
2523,428,2023-04-16 02:00:00,4884.0,bill payment,2023-04
2524,83,2023-04-16 03:00:00,558.0,investment,2023-04
2525,962,2023-04-16 04:00:00,2258.0,investment,2023-04
2526,218,2023-04-16 05:00:00,1903.0,bill payment,2023-04
2527,738,2023-04-16 06:00:00,2844.0,bill payment,2023-04
2528,782,2023-04-16 07:00:00,1713.0,investment,2023-04
2529,527,2023-04-16 08:00:00,1166.0,purchase,2023-04
2530,404,2023-04-16 09:00:00,353.0,investment,2023-04
2531,290,2023-04-16 10:00:00,4082.0,bill payment,2023-04
2532,420,2023-04-16 11:00:00,3472.0,purchase,2023-04
2533,339,2023-04-16 12:00:00,2258.0,investment,2023-04
2534,777,2023-04-16 13:00:00,954.0,purchase,2023-04
2535,711,2023-04-16 14:00:00,3890.0,purchase,2023-04
2536,670,2023-04-16 15:00:00,2060.0,bill payment,2023-04
2537,845,2023-04-16 16:00:00,3295.0,loan payment,2023-04
2538,987,2023-04-16 17:00:00,2865.0,investment,2023-04
2539,959,2023-04-16 18:00:00,1340.0,bill payment,2023-04
2540,419,2023-04-16 19:00:00,2013.0,investment,2023-04
2541,909,2023-04-16 20:00:00,3625.0,loan payment,2023-04
2542,207,2023-04-16 21:00:00,1797.0,loan payment,2023-04
2543,686,2023-04-16 22:00:00,2256.0,loan payment,2023-04
2544,696,2023-04-16 23:00:00,3682.0,loan payment,2023-04
2545,265,2023-04-17 00:00:00,2165.0,investment,2023-04
2546,983,2023-04-17 01:00:00,3489.0,purchase,2023-04
2547,758,2023-04-17 02:00:00,3030.0,purchase,2023-04
2548,36,2023-04-17 03:00:00,61.0,loan payment,2023-04
2549,373,2023-04-17 04:00:00,2169.0,loan payment,2023-04
2550,488,2023-04-17 05:00:00,4400.0,purchase,2023-04
2551,259,2023-04-17 06:00:00,3661.0,bill payment,2023-04
2552,994,2023-04-17 07:00:00,3925.0,loan payment,2023-04
2553,531,2023-04-17 08:00:00,2122.0,purchase,2023-04
2554,924,2023-04-17 09:00:00,2631.0,bill payment,2023-04
2555,23,2023-04-17 10:00:00,4570.0,purchase,2023-04
2556,104,2023-04-17 11:00:00,4739.0,bill payment,2023-04
2557,241,2023-04-17 12:00:00,1364.0,investment,2023-04
2558,903,2023-04-17 13:00:00,3764.0,bill payment,2023-04
2559,873,2023-04-17 14:00:00,219.0,loan payment,2023-04
2560,716,2023-04-17 15:00:00,247.0,bill payment,2023-04
2561,253,2023-04-17 16:00:00,345.0,bill payment,2023-04
2562,142,2023-04-17 17:00:00,3848.0,loan payment,2023-04
2563,814,2023-04-17 18:00:00,1586.0,investment,2023-04
2564,655,2023-04-17 19:00:00,509.0,bill payment,2023-04
2565,451,2023-04-17 20:00:00,1574.0,investment,2023-04
2566,783,2023-04-17 21:00:00,800.0,purchase,2023-04
2567,307,2023-04-17 22:00:00,3550.0,purchase,2023-04
2568,984,2023-04-17 23:00:00,3132.0,loan payment,2023-04
2569,500,2023-04-18 00:00:00,1145.0,investment,2023-04
2570,622,2023-04-18 01:00:00,3954.0,loan payment,2023-04
2571,8,2023-04-18 02:00:00,2358.0,loan payment,2023-04
2572,69,2023-04-18 03:00:00,4334.0,bill payment,2023-04
2573,702,2023-04-18 04:00:00,159.0,purchase,2023-04
2574,691,2023-04-18 05:00:00,3216.0,loan payment,2023-04
2575,575,2023-04-18 06:00:00,3538.0,bill payment,2023-04
2576,68,2023-04-18 07:00:00,1634.0,bill payment,2023-04
2577,718,2023-04-18 08:00:00,2584.0,investment,2023-04
2578,912,2023-04-18 09:00:00,4438.0,purchase,2023-04
2579,980,2023-04-18 10:00:00,4279.0,investment,2023-04
2580,408,2023-04-18 11:00:00,3294.0,investment,2023-04
2581,518,2023-04-18 12:00:00,2118.0,loan payment,2023-04
2582,119,2023-04-18 13:00:00,3957.0,investment,2023-04
2583,825,2023-04-18 14:00:00,4924.0,loan payment,2023-04
2584,31,2023-04-18 15:00:00,2273.0,investment,2023-04
2585,518,2023-04-18 16:00:00,1622.0,bill payment,2023-04
2586,483,2023-04-18 17:00:00,3825.0,purchase,2023-04
2587,207,2023-04-18 18:00:00,4729.0,purchase,2023-04
2588,669,2023-04-18 19:00:00,587.0,purchase,2023-04
2589,579,2023-04-18 20:00:00,432.0,bill payment,2023-04
2590,971,2023-04-18 21:00:00,2773.0,bill payment,2023-04
2591,387,2023-04-18 22:00:00,1239.0,investment,2023-04
2592,412,2023-04-18 23:00:00,3186.0,investment,2023-04
2593,842,2023-04-19 00:00:00,763.0,investment,2023-04
2594,370,2023-04-19 01:00:00,4852.0,investment,2023-04
2595,353,2023-04-19 02:00:00,697.0,purchase,2023-04
2596,944,2023-04-19 03:00:00,732.0,investment,2023-04
2597,336,2023-04-19 04:00:00,756.0,bill payment,2023-04
2598,891,2023-04-19 05:00:00,4347.0,bill payment,2023-04
2599,906,2023-04-19 06:00:00,2722.0,bill payment,2023-04
2600,289,2023-04-19 07:00:00,717.0,loan payment,2023-04
2601,996,2023-04-19 08:00:00,444.0,loan payment,2023-04
2602,963,2023-04-19 09:00:00,4886.0,loan payment,2023-04
2603,965,2023-04-19 10:00:00,493.0,investment,2023-04
2604,140,2023-04-19 11:00:00,3528.0,purchase,2023-04
2605,953,2023-04-19 12:00:00,1543.0,purchase,2023-04
2606,300,2023-04-19 13:00:00,179.0,investment,2023-04
2607,13,2023-04-19 14:00:00,1030.0,investment,2023-04
2608,664,2023-04-19 15:00:00,4974.0,loan payment,2023-04
2609,428,2023-04-19 16:00:00,857.0,bill payment,2023-04
2610,825,2023-04-19 17:00:00,705.0,bill payment,2023-04
2611,864,2023-04-19 18:00:00,3356.0,loan payment,2023-04
2612,400,2023-04-19 19:00:00,4023.0,loan payment,2023-04
2613,992,2023-04-19 20:00:00,41.0,purchase,2023-04
2614,109,2023-04-19 21:00:00,186.0,loan payment,2023-04
2615,485,2023-04-19 22:00:00,2974.0,bill payment,2023-04
2616,888,2023-04-19 23:00:00,2122.0,bill payment,2023-04
2617,356,2023-04-20 00:00:00,3896.0,investment,2023-04
2618,149,2023-04-20 01:00:00,1512.0,purchase,2023-04
2619,879,2023-04-20 02:00:00,2325.0,investment,2023-04
2620,716,2023-04-20 03:00:00,2654.0,purchase,2023-04
2621,307,2023-04-20 04:00:00,75.0,investment,2023-04
2622,533,2023-04-20 05:00:00,4238.0,purchase,2023-04
2623,60,2023-04-20 06:00:00,1938.0,loan payment,2023-04
2624,435,2023-04-20 07:00:00,594.0,bill payment,2023-04
2625,21,2023-04-20 08:00:00,1758.0,loan payment,2023-04
2626,875,2023-04-20 09:00:00,2214.0,purchase,2023-04
2627,382,2023-04-20 10:00:00,3640.0,purchase,2023-04
2628,245,2023-04-20 11:00:00,1902.0,investment,2023-04
2629,902,2023-04-20 12:00:00,2439.0,purchase,2023-04
2630,73,2023-04-20 13:00:00,3103.0,loan payment,2023-04
2631,449,2023-04-20 14:00:00,983.0,purchase,2023-04
2632,76,2023-04-20 15:00:00,4034.0,purchase,2023-04
2633,698,2023-04-20 16:00:00,2652.0,investment,2023-04
2634,590,2023-04-20 17:00:00,1452.0,purchase,2023-04
2635,390,2023-04-20 18:00:00,4339.0,investment,2023-04
2636,577,2023-04-20 19:00:00,1487.0,bill payment,2023-04
2637,342,2023-04-20 20:00:00,780.0,investment,2023-04
2638,290,2023-04-20 21:00:00,315.0,purchase,2023-04
2639,568,2023-04-20 22:00:00,11.0,bill payment,2023-04
2640,331,2023-04-20 23:00:00,280.0,purchase,2023-04
2641,259,2023-04-21 00:00:00,4526.0,investment,2023-04
2642,426,2023-04-21 01:00:00,3224.0,loan payment,2023-04
2643,702,2023-04-21 02:00:00,873.0,bill payment,2023-04
2644,6,2023-04-21 03:00:00,2749.0,loan payment,2023-04
2645,6,2023-04-21 04:00:00,2924.0,loan payment,2023-04
2646,191,2023-04-21 05:00:00,116.0,bill payment,2023-04
2647,148,2023-04-21 06:00:00,3178.0,loan payment,2023-04
2648,405,2023-04-21 07:00:00,4654.0,loan payment,2023-04
2649,258,2023-04-21 08:00:00,2609.0,loan payment,2023-04
2650,730,2023-04-21 09:00:00,2245.0,loan payment,2023-04
2651,479,2023-04-21 10:00:00,2809.0,bill payment,2023-04
2652,90,2023-04-21 11:00:00,1521.0,purchase,2023-04
2653,824,2023-04-21 12:00:00,28.0,loan payment,2023-04
2654,864,2023-04-21 13:00:00,868.0,bill payment,2023-04
2655,10,2023-04-21 14:00:00,1426.0,bill payment,2023-04
2656,87,2023-04-21 15:00:00,3042.0,bill payment,2023-04
2657,762,2023-04-21 16:00:00,4515.0,bill payment,2023-04
2658,838,2023-04-21 17:00:00,1436.0,investment,2023-04
2659,151,2023-04-21 18:00:00,2541.0,purchase,2023-04
2660,988,2023-04-21 19:00:00,4729.0,purchase,2023-04
2661,625,2023-04-21 20:00:00,4761.0,loan payment,2023-04
2662,30,2023-04-21 21:00:00,4873.0,bill payment,2023-04
2663,128,2023-04-21 22:00:00,4048.0,investment,2023-04
2664,78,2023-04-21 23:00:00,4123.0,bill payment,2023-04
2665,421,2023-04-22 00:00:00,2241.0,loan payment,2023-04
2666,55,2023-04-22 01:00:00,2462.0,purchase,2023-04
2667,480,2023-04-22 02:00:00,2856.0,loan payment,2023-04
2668,305,2023-04-22 03:00:00,3212.0,loan payment,2023-04
2669,546,2023-04-22 04:00:00,1826.0,loan payment,2023-04
2670,105,2023-04-22 05:00:00,1790.0,loan payment,2023-04
2671,172,2023-04-22 06:00:00,4113.0,loan payment,2023-04
2672,499,2023-04-22 07:00:00,714.0,loan payment,2023-04
2673,22,2023-04-22 08:00:00,1351.0,loan payment,2023-04
2674,287,2023-04-22 09:00:00,3472.0,purchase,2023-04
2675,391,2023-04-22 10:00:00,3600.0,purchase,2023-04
2676,617,2023-04-22 11:00:00,1169.0,bill payment,2023-04
2677,149,2023-04-22 12:00:00,4636.0,bill payment,2023-04
2678,272,2023-04-22 13:00:00,3732.0,investment,2023-04
2679,788,2023-04-22 14:00:00,3448.0,investment,2023-04
2680,299,2023-04-22 15:00:00,3570.0,purchase,2023-04
2681,172,2023-04-22 16:00:00,3092.0,purchase,2023-04
2682,47,2023-04-22 17:00:00,1725.0,investment,2023-04
2683,626,2023-04-22 18:00:00,2253.0,purchase,2023-04
2684,787,2023-04-22 19:00:00,1770.0,investment,2023-04
2685,816,2023-04-22 20:00:00,4017.0,bill payment,2023-04
2686,992,2023-04-22 21:00:00,1806.0,purchase,2023-04
2687,207,2023-04-22 22:00:00,2685.0,purchase,2023-04
2688,453,2023-04-22 23:00:00,3246.0,investment,2023-04
2689,395,2023-04-23 00:00:00,53.0,loan payment,2023-04
2690,975,2023-04-23 01:00:00,498.0,loan payment,2023-04
2691,925,2023-04-23 02:00:00,4286.0,bill payment,2023-04
2692,754,2023-04-23 03:00:00,3158.0,purchase,2023-04
2693,301,2023-04-23 04:00:00,4733.0,purchase,2023-04
2694,708,2023-04-23 05:00:00,966.0,investment,2023-04
2695,676,2023-04-23 06:00:00,2124.0,loan payment,2023-04
2696,176,2023-04-23 07:00:00,1125.0,loan payment,2023-04
2697,855,2023-04-23 08:00:00,1791.0,bill payment,2023-04
2698,783,2023-04-23 09:00:00,2836.0,loan payment,2023-04
2699,110,2023-04-23 10:00:00,660.0,loan payment,2023-04
2700,684,2023-04-23 11:00:00,1886.0,loan payment,2023-04
2701,963,2023-04-23 12:00:00,350.0,investment,2023-04
2702,864,2023-04-23 13:00:00,2960.0,loan payment,2023-04
2703,202,2023-04-23 14:00:00,3385.0,bill payment,2023-04
2704,168,2023-04-23 15:00:00,2455.0,loan payment,2023-04
2705,614,2023-04-23 16:00:00,2760.0,bill payment,2023-04
2706,86,2023-04-23 17:00:00,2154.0,investment,2023-04
2707,654,2023-04-23 18:00:00,1364.0,investment,2023-04
2708,959,2023-04-23 19:00:00,3286.0,bill payment,2023-04
2709,849,2023-04-23 20:00:00,458.0,investment,2023-04
2710,725,2023-04-23 21:00:00,4182.0,purchase,2023-04
2711,51,2023-04-23 22:00:00,4654.0,purchase,2023-04
2712,112,2023-04-23 23:00:00,807.0,purchase,2023-04
2713,463,2023-04-24 00:00:00,3506.0,purchase,2023-04
2714,442,2023-04-24 01:00:00,4920.0,purchase,2023-04
2715,271,2023-04-24 02:00:00,2192.0,investment,2023-04
2716,577,2023-04-24 03:00:00,3336.0,bill payment,2023-04
2717,344,2023-04-24 04:00:00,655.0,investment,2023-04
2718,183,2023-04-24 05:00:00,729.0,loan payment,2023-04
2719,503,2023-04-24 06:00:00,1532.0,purchase,2023-04
2720,844,2023-04-24 07:00:00,1079.0,purchase,2023-04
2721,10,2023-04-24 08:00:00,4753.0,investment,2023-04
2722,494,2023-04-24 09:00:00,4897.0,loan payment,2023-04
2723,234,2023-04-24 10:00:00,4684.0,investment,2023-04
2724,298,2023-04-24 11:00:00,3085.0,bill payment,2023-04
2725,244,2023-04-24 12:00:00,3817.0,purchase,2023-04
2726,509,2023-04-24 13:00:00,3371.0,investment,2023-04
2727,351,2023-04-24 14:00:00,2166.0,bill payment,2023-04
2728,267,2023-04-24 15:00:00,4565.0,purchase,2023-04
2729,630,2023-04-24 16:00:00,2323.0,purchase,2023-04
2730,656,2023-04-24 17:00:00,3515.0,purchase,2023-04
2732,201,2023-04-24 19:00:00,642.0,investment,2023-04
2733,239,2023-04-24 20:00:00,2209.0,purchase,2023-04
2734,334,2023-04-24 21:00:00,3073.0,purchase,2023-04
2735,915,2023-04-24 22:00:00,2920.0,bill payment,2023-04
2736,415,2023-04-24 23:00:00,632.0,investment,2023-04
2737,969,2023-04-25 00:00:00,370.0,bill payment,2023-04
2738,484,2023-04-25 01:00:00,2377.0,investment,2023-04
2739,437,2023-04-25 02:00:00,219.0,purchase,2023-04
2740,999,2023-04-25 03:00:00,3477.0,loan payment,2023-04
2741,246,2023-04-25 04:00:00,940.0,bill payment,2023-04
2742,858,2023-04-25 05:00:00,4594.0,loan payment,2023-04
2743,8,2023-04-25 06:00:00,3953.0,loan payment,2023-04
2744,152,2023-04-25 07:00:00,4706.0,loan payment,2023-04
2745,392,2023-04-25 08:00:00,4879.0,investment,2023-04
2746,211,2023-04-25 09:00:00,887.0,investment,2023-04
2747,367,2023-04-25 10:00:00,4805.0,loan payment,2023-04
2748,944,2023-04-25 11:00:00,2509.0,purchase,2023-04
2749,670,2023-04-25 12:00:00,2533.0,purchase,2023-04
2750,570,2023-04-25 13:00:00,4361.0,loan payment,2023-04
2751,86,2023-04-25 14:00:00,401.0,bill payment,2023-04
2752,55,2023-04-25 15:00:00,3912.0,bill payment,2023-04
2753,713,2023-04-25 16:00:00,2331.0,investment,2023-04
2754,634,2023-04-25 17:00:00,4950.0,bill payment,2023-04
2755,446,2023-04-25 18:00:00,3991.0,purchase,2023-04
2756,620,2023-04-25 19:00:00,148.0,loan payment,2023-04
2757,304,2023-04-25 20:00:00,112.0,bill payment,2023-04
2758,132,2023-04-25 21:00:00,493.0,loan payment,2023-04
2759,421,2023-04-25 22:00:00,4329.0,bill payment,2023-04
2760,904,2023-04-25 23:00:00,4083.0,investment,2023-04
2761,385,2023-04-26 00:00:00,1858.0,purchase,2023-04
2762,988,2023-04-26 01:00:00,1894.0,investment,2023-04
2763,198,2023-04-26 02:00:00,3215.0,loan payment,2023-04
2764,47,2023-04-26 03:00:00,2171.0,purchase,2023-04
2765,740,2023-04-26 04:00:00,1474.0,purchase,2023-04
2766,757,2023-04-26 05:00:00,653.0,investment,2023-04
2767,203,2023-04-26 06:00:00,3446.0,bill payment,2023-04
2768,261,2023-04-26 07:00:00,4563.0,investment,2023-04
2769,690,2023-04-26 08:00:00,620.0,loan payment,2023-04
2770,24,2023-04-26 09:00:00,4312.0,bill payment,2023-04
2771,687,2023-04-26 10:00:00,1553.0,investment,2023-04
2772,786,2023-04-26 11:00:00,3549.0,investment,2023-04
2773,340,2023-04-26 12:00:00,1476.0,bill payment,2023-04
2774,412,2023-04-26 13:00:00,926.0,bill payment,2023-04
2775,973,2023-04-26 14:00:00,1191.0,bill payment,2023-04
2776,261,2023-04-26 15:00:00,2156.0,investment,2023-04
2777,286,2023-04-26 16:00:00,2282.0,bill payment,2023-04
2778,513,2023-04-26 17:00:00,861.0,bill payment,2023-04
2779,86,2023-04-26 18:00:00,4546.0,bill payment,2023-04
2780,850,2023-04-26 19:00:00,729.0,purchase,2023-04
2781,430,2023-04-26 20:00:00,4690.0,loan payment,2023-04
2782,581,2023-04-26 21:00:00,2024.0,bill payment,2023-04
2783,31,2023-04-26 22:00:00,3482.0,loan payment,2023-04
2784,710,2023-04-26 23:00:00,3652.0,bill payment,2023-04
2785,603,2023-04-27 00:00:00,3880.0,bill payment,2023-04
2786,440,2023-04-27 01:00:00,73.0,purchase,2023-04
2787,985,2023-04-27 02:00:00,4873.0,purchase,2023-04
2788,349,2023-04-27 03:00:00,569.0,bill payment,2023-04
2789,895,2023-04-27 04:00:00,1743.0,bill payment,2023-04
2790,412,2023-04-27 05:00:00,679.0,bill payment,2023-04
2791,528,2023-04-27 06:00:00,3904.0,loan payment,2023-04
2792,310,2023-04-27 07:00:00,1552.0,bill payment,2023-04
2793,949,2023-04-27 08:00:00,1281.0,loan payment,2023-04
2794,396,2023-04-27 09:00:00,2425.0,purchase,2023-04
2795,788,2023-04-27 10:00:00,2801.0,loan payment,2023-04
2796,338,2023-04-27 11:00:00,4723.0,bill payment,2023-04
2797,674,2023-04-27 12:00:00,3064.0,purchase,2023-04
2798,437,2023-04-27 13:00:00,2468.0,investment,2023-04
2799,704,2023-04-27 14:00:00,3075.0,purchase,2023-04
2800,663,2023-04-27 15:00:00,1173.0,investment,2023-04
2801,365,2023-04-27 16:00:00,4569.0,loan payment,2023-04
2802,923,2023-04-27 17:00:00,2759.0,purchase,2023-04
2803,113,2023-04-27 18:00:00,1958.0,purchase,2023-04
2804,785,2023-04-27 19:00:00,69.0,purchase,2023-04
2805,176,2023-04-27 20:00:00,3112.0,loan payment,2023-04
2806,149,2023-04-27 21:00:00,342.0,bill payment,2023-04
2807,178,2023-04-27 22:00:00,4181.0,loan payment,2023-04
2808,936,2023-04-27 23:00:00,199.0,purchase,2023-04
2809,382,2023-04-28 00:00:00,3570.0,bill payment,2023-04
2810,223,2023-04-28 01:00:00,305.0,purchase,2023-04
2811,259,2023-04-28 02:00:00,2558.0,purchase,2023-04
2812,785,2023-04-28 03:00:00,186.0,investment,2023-04
2813,189,2023-04-28 04:00:00,809.0,purchase,2023-04
2814,306,2023-04-28 05:00:00,815.0,loan payment,2023-04
2815,378,2023-04-28 06:00:00,1752.0,loan payment,2023-04
2816,602,2023-04-28 07:00:00,224.0,loan payment,2023-04
2817,343,2023-04-28 08:00:00,1889.0,bill payment,2023-04
2818,774,2023-04-28 09:00:00,2710.0,investment,2023-04
2819,156,2023-04-28 10:00:00,606.0,investment,2023-04
2820,712,2023-04-28 11:00:00,1727.0,purchase,2023-04
2821,55,2023-04-28 12:00:00,1365.0,purchase,2023-04
2822,766,2023-04-28 13:00:00,4233.0,investment,2023-04
2823,442,2023-04-28 14:00:00,1302.0,bill payment,2023-04
2824,685,2023-04-28 15:00:00,2608.0,loan payment,2023-04
2825,200,2023-04-28 16:00:00,3447.0,purchase,2023-04
2826,403,2023-04-28 17:00:00,4724.0,investment,2023-04
2827,614,2023-04-28 18:00:00,151.0,bill payment,2023-04
2828,797,2023-04-28 19:00:00,3226.0,loan payment,2023-04
2829,663,2023-04-28 20:00:00,2849.0,purchase,2023-04
2830,623,2023-04-28 21:00:00,4350.0,loan payment,2023-04
2831,928,2023-04-28 22:00:00,3523.0,loan payment,2023-04
2832,778,2023-04-28 23:00:00,2760.0,investment,2023-04
2833,603,2023-04-29 00:00:00,1724.0,investment,2023-04
2834,177,2023-04-29 01:00:00,1145.0,loan payment,2023-04
2835,449,2023-04-29 02:00:00,3731.0,loan payment,2023-04
2836,743,2023-04-29 03:00:00,1919.0,purchase,2023-04
2837,541,2023-04-29 04:00:00,2257.0,bill payment,2023-04
2838,955,2023-04-29 05:00:00,4526.0,bill payment,2023-04
2839,301,2023-04-29 06:00:00,4112.0,loan payment,2023-04
2840,707,2023-04-29 07:00:00,1558.0,investment,2023-04
2841,307,2023-04-29 08:00:00,2649.0,bill payment,2023-04
2842,751,2023-04-29 09:00:00,4776.0,loan payment,2023-04
2843,869,2023-04-29 10:00:00,4521.0,investment,2023-04
2844,991,2023-04-29 11:00:00,2841.0,purchase,2023-04
2845,896,2023-04-29 12:00:00,1016.0,bill payment,2023-04
2846,267,2023-04-29 13:00:00,3231.0,purchase,2023-04
2847,214,2023-04-29 14:00:00,3072.0,investment,2023-04
2848,594,2023-04-29 15:00:00,4533.0,loan payment,2023-04
2849,640,2023-04-29 16:00:00,3062.0,purchase,2023-04
2850,483,2023-04-29 17:00:00,4439.0,loan payment,2023-04
2851,262,2023-04-29 18:00:00,2329.0,bill payment,2023-04
2852,67,2023-04-29 19:00:00,3549.0,purchase,2023-04
2853,574,2023-04-29 20:00:00,2376.0,bill payment,2023-04
2854,133,2023-04-29 21:00:00,536.0,bill payment,2023-04
2855,649,2023-04-29 22:00:00,2817.0,bill payment,2023-04
2856,540,2023-04-29 23:00:00,1205.0,bill payment,2023-04
2857,512,2023-04-30 00:00:00,1763.0,bill payment,2023-04
2858,211,2023-04-30 01:00:00,1682.0,investment,2023-04
2859,988,2023-04-30 02:00:00,2038.0,purchase,2023-04
2860,987,2023-04-30 03:00:00,1664.0,loan payment,2023-04
2861,717,2023-04-30 04:00:00,4559.0,loan payment,2023-04
2862,253,2023-04-30 05:00:00,4851.0,investment,2023-04
2863,38,2023-04-30 06:00:00,4051.0,loan payment,2023-04
2864,43,2023-04-30 07:00:00,857.0,loan payment,2023-04
2865,629,2023-04-30 08:00:00,877.0,loan payment,2023-04
2866,405,2023-04-30 09:00:00,783.0,purchase,2023-04
2867,987,2023-04-30 10:00:00,552.0,loan payment,2023-04
2868,702,2023-04-30 11:00:00,4427.0,purchase,2023-04
2869,46,2023-04-30 12:00:00,795.0,loan payment,2023-04
2870,454,2023-04-30 13:00:00,3315.0,loan payment,2023-04
2871,678,2023-04-30 14:00:00,4645.0,purchase,2023-04
2872,305,2023-04-30 15:00:00,2893.0,investment,2023-04
2873,715,2023-04-30 16:00:00,458.0,loan payment,2023-04
2874,233,2023-04-30 17:00:00,3320.0,bill payment,2023-04
2875,245,2023-04-30 18:00:00,4595.0,bill payment,2023-04
2876,721,2023-04-30 19:00:00,1915.0,investment,2023-04
2877,760,2023-04-30 20:00:00,4569.0,bill payment,2023-04
2878,295,2023-04-30 21:00:00,4419.0,purchase,2023-04
2879,839,2023-04-30 22:00:00,3261.0,loan payment,2023-04
2880,383,2023-04-30 23:00:00,394.0,loan payment,2023-04
2881,158,2023-05-01 00:00:00,304.0,loan payment,2023-05
2883,1,2023-05-01 02:00:00,4867.0,bill payment,2023-05
2884,217,2023-05-01 03:00:00,2826.0,bill payment,2023-05
2885,928,2023-05-01 04:00:00,1108.0,bill payment,2023-05
2886,507,2023-05-01 05:00:00,1747.0,purchase,2023-05
2887,761,2023-05-01 06:00:00,2199.0,bill payment,2023-05
2889,581,2023-05-01 08:00:00,1232.0,loan payment,2023-05
2890,30,2023-05-01 09:00:00,3252.0,bill payment,2023-05
2891,627,2023-05-01 10:00:00,3909.0,investment,2023-05
2892,520,2023-05-01 11:00:00,4333.0,investment,2023-05
2893,881,2023-05-01 12:00:00,420.0,loan payment,2023-05
2894,275,2023-05-01 13:00:00,3009.0,bill payment,2023-05
2895,492,2023-05-01 14:00:00,2955.0,investment,2023-05
2896,827,2023-05-01 15:00:00,4796.0,investment,2023-05
2897,951,2023-05-01 16:00:00,887.0,purchase,2023-05
2898,926,2023-05-01 17:00:00,796.0,loan payment,2023-05
2899,847,2023-05-01 18:00:00,2119.0,investment,2023-05
2900,36,2023-05-01 19:00:00,1996.0,investment,2023-05
2901,311,2023-05-01 20:00:00,888.0,loan payment,2023-05
2902,44,2023-05-01 21:00:00,1617.0,bill payment,2023-05
2904,77,2023-05-01 23:00:00,80.0,purchase,2023-05
2905,590,2023-05-02 00:00:00,2320.0,purchase,2023-05
2906,613,2023-05-02 01:00:00,4411.0,purchase,2023-05
2907,438,2023-05-02 02:00:00,3305.0,investment,2023-05
2908,432,2023-05-02 03:00:00,771.0,bill payment,2023-05
2910,39,2023-05-02 05:00:00,2131.0,loan payment,2023-05
2911,239,2023-05-02 06:00:00,3592.0,purchase,2023-05
2912,13,2023-05-02 07:00:00,4207.0,investment,2023-05
2913,122,2023-05-02 08:00:00,1639.0,purchase,2023-05
2914,144,2023-05-02 09:00:00,4298.0,bill payment,2023-05
2915,684,2023-05-02 10:00:00,1095.0,purchase,2023-05
2916,455,2023-05-02 11:00:00,2467.0,bill payment,2023-05
2917,368,2023-05-02 12:00:00,4405.0,bill payment,2023-05
2918,759,2023-05-02 13:00:00,3276.0,loan payment,2023-05
2919,247,2023-05-02 14:00:00,463.0,bill payment,2023-05
2920,923,2023-05-02 15:00:00,2631.0,investment,2023-05
2921,45,2023-05-02 16:00:00,628.0,investment,2023-05
2922,765,2023-05-02 17:00:00,646.0,bill payment,2023-05
2923,375,2023-05-02 18:00:00,2358.0,bill payment,2023-05
2925,207,2023-05-02 20:00:00,3046.0,purchase,2023-05
2926,924,2023-05-02 21:00:00,2259.0,loan payment,2023-05
2927,995,2023-05-02 22:00:00,2731.0,purchase,2023-05
2928,519,2023-05-02 23:00:00,2359.0,investment,2023-05
2929,958,2023-05-03 00:00:00,4442.0,purchase,2023-05
2930,242,2023-05-03 01:00:00,2004.0,loan payment,2023-05
2931,622,2023-05-03 02:00:00,2830.0,loan payment,2023-05
2932,114,2023-05-03 03:00:00,1081.0,bill payment,2023-05
2933,819,2023-05-03 04:00:00,2041.0,loan payment,2023-05
2934,302,2023-05-03 05:00:00,1259.0,bill payment,2023-05
2936,96,2023-05-03 07:00:00,3566.0,investment,2023-05
2937,294,2023-05-03 08:00:00,337.0,purchase,2023-05
2938,701,2023-05-03 09:00:00,806.0,loan payment,2023-05
2939,360,2023-05-03 10:00:00,2871.0,investment,2023-05
2940,288,2023-05-03 11:00:00,4770.0,bill payment,2023-05
2941,154,2023-05-03 12:00:00,2803.0,loan payment,2023-05
2942,570,2023-05-03 13:00:00,3104.0,loan payment,2023-05
2943,423,2023-05-03 14:00:00,2987.0,bill payment,2023-05
2944,916,2023-05-03 15:00:00,972.0,loan payment,2023-05
2945,850,2023-05-03 16:00:00,1278.0,loan payment,2023-05
2946,50,2023-05-03 17:00:00,382.0,investment,2023-05
2947,207,2023-05-03 18:00:00,4390.0,bill payment,2023-05
2948,564,2023-05-03 19:00:00,2578.0,investment,2023-05
2949,854,2023-05-03 20:00:00,4912.0,bill payment,2023-05
2950,883,2023-05-03 21:00:00,4752.0,purchase,2023-05
2951,662,2023-05-03 22:00:00,3703.0,loan payment,2023-05
2952,565,2023-05-03 23:00:00,1614.0,loan payment,2023-05
2953,213,2023-05-04 00:00:00,105.0,investment,2023-05
2954,66,2023-05-04 01:00:00,4379.0,loan payment,2023-05
2955,232,2023-05-04 02:00:00,3951.0,loan payment,2023-05
2956,885,2023-05-04 03:00:00,1210.0,investment,2023-05
2957,811,2023-05-04 04:00:00,3954.0,investment,2023-05
2958,850,2023-05-04 05:00:00,4889.0,bill payment,2023-05
